Total,Crew,passenger,Ground,T,Incident[a],Phase,Year,Month,days_of_week,surivors,Country,City,accident ,Reason,Aircraft_name,Aircraft_model,flight_company
76,6,70,0,COM,Československé Státní Aerolinie Flight 001,APR ,1976,7,Wednesday,no survivors,Czechoslovakia,Bratislava,Collied,engine problem,Ilyushin,Il-18B,Československé Státní Aerolinie
76,5,69,2,MIL,Air Vietnam C-54D (XV-NUG) and US Air Force,APR ,1969,9,Saturday,survivors,Vietnam,Da Nang,Crashed,Wing failure,Douglas,C-54D-10-DC,Air Vietnam C-54D
75,13,62,0,COM,Ukrainian-Mediterranean Airlines Flight 4230,APR ,2003,5,Monday,no survivors,Turkey,Maçka,Crashed,terrorist attack,Yakovlev,Yak-42,Ukrainian-Mediterranean Airlines Flight
75,5,70,0,COM,Turkish Airlines Flight 634,APR ,2003,1,Wednesday,no survivors,Turkey,Diyarbakır,diappeared,aircraft,Avro,RJ100,Turkish Airlines Flight
75,6,69,0,COM,Peruvian Air Force (FAP-351),ENR ,1998,5,Tuesday,no survivors,Peru,Andoas,Crashed,System failure,Boeing,737-282,Peruvian Air Force
75,5,70,0,MIL,Sri Lanka Air Force (CR861),ENR ,1995,9,Tuesday,no survivors,Sri Lanka,Laccadive Sea,Collied,unable to control,Antonov,An-32B,Sri Lanka Air
75,12,63,0,COM,Aeroflot Flight 593,ENR ,1994,3,Wednesday,no survivors,Russia,near Mezhdurechensk,Crashed,caught fire,Airbus,A310-304,Aeroflot Flight 593
76,3,73,0,COM,Vietnam Airlines Flight 831,APR ,1988,9,Friday,no survivors,Thailand,Lam Luk Ka District,exploded,mountain collied,Tupolev,Tu-134,Vietnam Airlines Flight
75,4,71,0,COM,Inex-Adria Aviopromet Flight 450,APR ,1975,10,Thursday,no survivors,Czechoslovakia,Prague,Crashed,Wing failure,McDonnell,Douglas,Inex-Adria Aviopromet Flight
75,6,69,0,COM,Avensa Flight 358,ENR ,1974,12,Sunday,no survivors,Venezuela,near Maturín,Crashed,overloaded flight,McDonnell,Douglas,Avensa Flight 358
75,8,67,0,INH,Air Vietnam Flight 706,ICL ,1974,9,Sunday,no survivors,Vietnam,near Phan Rang,Crashed,lost signal,Boeing,727-121C,Air Vietnam Flight
75,4,71,0,COM,Southern Airways Flight 932,APR ,1970,11,Saturday,no survivors,U.S.,Ceredo,Crashed,mountain collied,McDonnell,Douglas,Southern Airways Flight
74,6,68,0,EXG,Russian Air Force (RF-86868),ENR ,2024,1,Wednesday,no survivors,Russia,Yablonovo,Crashed,Misscommunication,Ilyushin,Il-76M,Russian Air Force
74,4,70,0,COM,Hewa Bora Airways Flight 952,LDG ,2011,7,Friday,no survivors,DR Congo,Kisangani,exploded ,mountain collied,Boeing,727-022,Hewa Bora Airways
74,5,69,0,COM,Austral Líneas Aéreas Flight 2553,ENR ,1997,10,Friday,no survivors,Uruguay,Nuevo Berlín,Crashed ,explosive device,McDonnell,Douglas,Austral Líneas Aéreas
74,5,69,0,COM,Lloyd Aéreo Boliviano (CP-698),ENR ,1969,9,Friday,no survivors,Bolivia,Mount Choquetanga,accident ,unable to control,Douglas,DC-6B,Lloyd Aéreo Boliviano
74,10,64,0,COM,Linea Aeropostal Venezolana Flight 253,ENR ,1956,6,Wednesday,no survivors,U.S.,New York Bight,Hijacked,international act,Lockheed,L-1049,Linea Aeropostal Venezolana
73,6,67,0,MIL,Israeli Air Force (357) and Israeli Air Force (903),ENR ,1997,2,Tuesday,no survivors,Israel,She'ar Yashuv,Hijacked,Into sea,Sikorsky,S-65C-3,Israeli Air Force
73,8,65,0,COM,Avianca Flight 052,APR ,1990,1,Thursday,no survivors,U.S.,Cove Neck,Collied,while takeoff,Boeing,707-321B,Avianca Flight 052
73,7.413793103,0,0,MIL,Ethiopian Air Force,UNK ,1982,1,Thursday,no survivors,Ethiopia,near Addis Ababa,Exploded,higy alltitude,Antonov,An-26,Ethiopian Air Force
73,9,63,1,COM,Western Airlines Flight 2605,LDG ,1979,10,Wednesday,no survivors,Mexico,Mexico City,Collied,While landing,McDonnell,Douglas,Western Airlines Flight
73,7,66,0,COM,Balkan Bulgarian Airlines Flight 107,ENR ,1978,3,Thursday,no survivors,Bulgaria,Gabare,Crashed,mountain collied,Tupolev,Tu-134,Balkan Bulgarian Airlines
73,25,48,0,INB,Cubana de Aviación Flight 455,ENR ,1976,10,Wednesday,no survivors,Barbados,Atlantic Ocean,explosion,terrorist attack,Douglas,DC-8-43,Cubana de Aviación
73,11,61,1,COM,Sabena Flight 548,APR ,1961,2,Wednesday,no survivors,Belgium,Kampenhout,caught fire ,terrorist attack,Boeing,707-320,Sabena Flight 548
73,11,0,62,MIL,US Air Force (42-40682),UNK,1943,9,Tuesday,no survivors,Papua New Guinea (then Territory of Papua),Port Moresby,Shot down,System failure,Consolidated,B-24,US Air Force
73,7.413793103,0,0,MIL,USS Akron,,1933,4,Tuesday,no survivors,U.S.,Atlantic Ocean,Crashed ,structure failure,Akron-class,rigid,USS Akron
72,4,68,0,COM,Yeti Airlines Flight 691,APR ,2023,1,Sunday,no survivors,Nepal,Pokhara,Crashed,System failure,ATR,72-500,Yeti Airlines Flight
72,8,15,49,MIL,Russian Air Force (RA-82005),ICL ,1997,12,Saturday,no survivors,Russia,Irkutsk,Crashed,System failure,Antonov,An-124-100,Russian Air Force
72,9,63,0,COM,Aeroflot Flight 892,APR ,1986,12,Friday,no survivors,East Germany,Bohnsdorf,Hijacked,Bomb planted,Tupolev,Tu-134A,Aeroflot Flight 892
72,2,61,9,COM,Southern Airways Flight 242,ENR ,1977,4,Monday,no survivors,U.S.,New Hope,Hijacked,after takeoff,McDonnell,Douglas,Southern Airways Flight
72,5,67,0,COM,Aeroflot Flight 2415,ENR ,1976,11,Sunday,no survivors,USSR,Dmitrovsky District,Collied,missile attack,Tupolev,Tu-104B,Aeroflot Flight 2415
72,2,70,0,COM,Eastern Air Lines Flight 212,APR ,1974,9,Wednesday,no survivors,U.S.,Charlotte,Exploded,mountain collied,McDonnell,Douglas,Eastern Air Lines
72,6,66,0,COM,Faucett (OB-R-148),ENR ,1967,12,Friday,no survivors,Peru,Cordillera Blanca,Collied,engine problem,Douglas,C-54A-5-DC,Faucett (OB-R-148)
72,3,69,0,COM,British Midland Airways Flight 542,APR ,1967,6,Sunday,no survivors,UK,Stockport,Crashed,Wing failure,Canadair,C-4,British Midland Airways
72,8,64,0,COM,Československé Státní Aerolinie Flight 511,ENR ,1961,7,Wednesday,no survivors,Morocco,Bouskoura,explosion,terrorist attack,Ilyushin,Il-18V,Československé Státní Aerolinie
71,6,65,0,COM,Saratov Airlines Flight 703,ICL ,2018,2,Sunday,no survivors,Russia,near Stepanovskoye,caught fire ,aircraft,Antonov,An-148,Saratov Airlines Flight
71,7,64,0,COM,LaMia Flight 2933,ENR ,2016,11,Monday,no survivors,Colombia,Medellin,Shot down,System failure,Avro,RJ85,LaMia Flight 2933
71,11,60,0,COM,BAL Bashkirian Airlines Flight 2937 and DHL International Aviation ME Flight 611,ENR ,2002,7,Monday,no survivors,Germany,Überlingen,Crashed ,unable to control,Tupolev,Tu-154M,BAL Bashkirian Airlines
71,3,68,0,COM,Cameroon Airlines Flight 3701,APR ,1995,12,Sunday,no survivors,Cameroon,Douala,Crashed,caught fire,Boeing,737-200,Cameroon Airlines Flight
71,9,43,19,COM,EgyptAir Flight 864,APR ,1976,12,Saturday,no survivors,Thailand,Bangkok,Crashed,mountain collied,Boeing,707-366C,EgyptAir Flight 864
70,8,62,0,COM,Aerosvit Ukrainian Airlines Flight 241,ENR ,1997,12,Wednesday,no survivors,Greece,Pierian Mountains,Bomded,Wing failure,Yakovlev,Yak-42,Aerosvit Ukrainian Airlines
70,9,61,0,COM,Aeroperú Flight 603,ENR ,1996,10,Wednesday,no survivors,Peru,Pacific Ocean,Shot down,overloaded flight,Boeing,757-23A,Aeroperú Flight 603
70,7,63,0,COM,Mandala Airlines Flight 660,APR ,1992,7,Friday,no survivors,Indonesia,Mount Lalaboy,Crashed,lost signal,Vickers,Viscount,Mandala Airlines Flight
70,3,0,67,MIL,Ramstein air show disaster,MNV ,1988,8,Sunday,no survivors,West Germany,Ramstein-Miesenbach,Crashed,mountain collied,Aermacchi,MB-339,Ramstein air show
70,4,66,0,COM,Aeroflot Flight 6502,LDG ,1986,10,Monday,no survivors,USSR,Kurumoch,Crashed ,Misscommunication,Tupolev,Tu-134A,Aeroflot Flight 6502
70,6,64,0,COM,Galaxy Airlines Flight 203,ICL ,1985,1,Monday,survivors,U.S.,Reno,Collied,mountain collied,Lockheed,L-188,Galaxy Airlines Flight
70,7,63,0,COM,Transportes Aéreos del Cesar (HK-1810),ENR ,1980,12,Sunday,no survivors,Colombia,Riohacha,Crashed,explosive device,Sud,Aviation,Transportes Aéreos del
70,9,61,0,COM,Aeroflot Flight 7957 and Aeroflot Flight 31,ENR ,1976,9,Thursday,no survivors,USSR,Black Sea,Crashed,unable to control,Antonov,An-24,Aeroflot Flight 7957
70,5,65,0,COM,Trans World Airlines Flight 128,APR ,1967,11,Monday,no survivors,U.S.,Hebron,diappeared,international act,Convair,CV-880-22-1,Trans World Airlines
69,6,63,0,COM,Indian Airlines Flight 257,APR ,1991,8,Friday,no survivors,India,Imphal,Crashed,Into sea,Boeing,737-2A8,Indian Airlines Flight
69,9,59,1,COM,Aeroflot Flight 331,APR ,1977,5,Friday,no survivors,Cuba,Boyeros,Collied,while takeoff,Ilyushin,Il-62M,Aeroflot Flight 331
69,7,62,0,COM,Merpati Nusantara Airlines Viscount (PK-MVS),ENR ,1971,11,Wednesday,no survivors,Indonesia,Mentawai Strait,Crashed,higy alltitude,Vickers,Viscount,Merpati Nusantara Airlines
69,9,60,0,COM,Fuerza Aérea Argentina (TC-48),ENR ,1965,11,Wednesday,no survivors,Central America[ae],Central America[ae],exploded,While landing,Douglas,C-54,Fuerza Aérea Argentina
68,7,61,0,COM,Aero Caribbean Flight 883,ENR ,2010,11,Thursday,no survivors,Cuba,Guasimal,Crashed,mountain collied,ATR,72-212,Aero Caribbean Flight
68,4,64,0,COM,Simmons Airlines Flight 4184,APR ,1994,10,Monday,no survivors,U.S.,near Roselawn,Crashed,terrorist attack,ATR,72-212,Simmons Airlines Flight
68,2,66,0,COM,Asiana Airlines Flight 733,APR ,1993,7,Monday,no survivors,South Korea,Mokpo,Crashed,terrorist attack,Boeing,737-5L9,Asiana Airlines Flight
68,10,58,0,COM,Fuerza Aérea Venezolana C-130H (7772),APR ,1976,9,Friday,no survivors,Portugal,Lajes,Crashed,System failure,Lockheed,C-130H,Fuerza Aérea Venezolana
68,7,61,0,COM,Iberia Flight 504 and Spantax Flight 400,ENR ,1973,3,Monday,no survivors,France,La Planche,Crashed,structure failure,McDonnell,Douglas,Iberia Flight 504
68,4,64,0,COM,Toa Domestic Airlines Flight 63,ENR ,1971,7,Saturday,no survivors,Japan,Yokotsu Mountain,exploded ,System failure,NAMC,YS-11A-217,Toa Domestic Airlines
68,9,59,0,COM,Trans World Airlines Flight 891,ENR ,1959,6,Friday,no survivors,Italy,Busto Arsizio,Crashed ,System failure,Lockheed,L-1649,Trans World Airlines
67,7,60,0,COM,PSA Airlines Flight 5342 and United States Army (00-26860),APR ,2025,1,Wednesday,no survivors,U.S.,Washington,accident ,Bomb planted,Bombardier,CRJ701ER,PSA Airlines Flight
67,4,63,0,COM,Transporte Aéreo Militar (TAM-44),ENR ,1975,10,Monday,no survivors,Bolivia,Cordillera Oriental,Hijacked,after takeoff,Convair,CV-440-12,Transporte Aéreo Militar
67,8,59,0,COM,Aeroflot Flight 25,ENR ,1963,4,Thursday,no survivors,USSR,Urakhcha,Hijacked,missile attack,Ilyushin,Il-18,Aeroflot Flight 25
67,7,60,0,COM,Aerolíneas Argentinas Flight 644,ENR ,1961,7,Wednesday,no survivors,Argentina,Cachari,Collied,mountain collied,Douglas,DC-6,Aerolíneas Argentinas Flight
67,10,57,0,MIL,US Air Force (50-0702),ENR ,1957,3,Friday,no survivors,Pacific Ocean,Pacific Ocean,Exploded,engine problem,Boeing,C-97C-35-BO,US Air Force
66,6,60,0,COM,Iran Aseman Airlines Flight 3704,ENR ,2018,2,Sunday,no survivors,Iran,Mount Dena,Collied,Wing failure,ATR,72-212,Iran Aseman Airlines
66,10,56,0,COM,EgyptAir Flight 804,ENR ,2016,5,Thursday,no survivors,eastern Mediterranean Sea,eastern Mediterranean Sea,Crashed,terrorist attack,Airbus,A320-232,EgyptAir Flight 804
66,7,59,0,COM,Iran Aseman Airlines Flight 746,ENR,1994,10,Wednesday,no survivors,Iran,Natanz,explosion,aircraft,Fokker,F28,Iran Aseman Airlines
66,4,62,0,COM,Turkish Airlines Flight 301,TOF ,1974,1,Saturday,no survivors,Turkey,Cumaovası,caught fire ,System failure,Fokker,F28-1000,Turkish Airlines Flight
66,4,62,0,COM,Aeroflot Flight 141,APR ,1973,2,Monday,no survivors,Czechoslovakia,Prague,Shot down,unable to control,Tupolev,Tu-154,Aeroflot Flight 141
66,7,59,0,INB,Cyprus Airways Flight 284,ENR ,1967,10,Thursday,no survivors,Turkey,Mediterranean,Crashed ,caught fire,de,Havilland,Cyprus Airways Flight
66,3,63,0,COM,United Airlines Flight 409,ENR ,1955,10,Thursday,no survivors,U.S.,Medicine Bow Peak,Crashed,mountain collied,Douglas,DC-4,United Airlines Flight
66,11,55,0,MIL,1955 Altensteig mid-air collision,MNV ,1955,8,Thursday,no survivors,West Germany,near Altensteig,Crashed,Wing failure,Fairchild,C-119,1955 Altensteig mid-air
66,9,57,0,COM,United States Navy (131612),APR ,1955,3,Tuesday,no survivors,U.S.,Pali Kea Peak,Bomded,overloaded flight,Douglas,R6D-1,United States Navy
65,0,65,0,COM,Iran Aseman Airlines Flight 6895,APR ,2008,8,Sunday,no survivors,Kyrgyzstan,Bishkek,Shot down,lost signal,Boeing,737-219,Iran Aseman Airlines
65,3,60,2,COM,Líneas Aéreas Privadas Argentinas Flight 3142,TOF ,1999,8,Tuesday,no survivors,Argentina,Palermo,Crashed,mountain collied,Boeing,737-204C,Líneas Aéreas Privadas
65,6,59,0,COM,Vietnam Airlines Flight 815,APR ,1997,9,Wednesday,survivors,Cambodia,Phnom Penh,Crashed,Misscommunication,Tupolev,Tu-134,Vietnam Airlines Flight
65,7,58,0,COM,Aviateca Flight 901,APR ,1995,8,Wednesday,no survivors,El Salvador,San Vicente volcano,Crashed ,mountain collied,Boeing,737-200,Aviateca Flight 901
65,8,57,0,COM,Aeroflot Flight 1969,APR ,1971,3,Wednesday,no survivors,USSR,Lutuhyne,Collied,explosive device,Antonov,An-10,Aeroflot Flight 1969
65,2,63,0,COM,American Airlines Flight 320,APR ,1959,2,Tuesday,no survivors,U.S.,East River,Crashed,unable to control,Lockheed,L-188,American Airlines Flight
64,10,54,0,COM,Canadian Pacific Air Lines Flight 402,APR ,1966,3,Friday,no survivors,Japan,Tokyo,Crashed,international act,Douglas,DC-8-43,Canadian Pacific Air
64,3,61,0,COM,Aeroflot Flight 20,APR ,1965,1,Monday,no survivors,USSR,Almaty,diappeared,Into sea,Ilyushin,Il-18B,Aeroflot Flight 20
64,11,53,0,COM,Aeroflot Flight 04,ENR ,1958,8,Friday,no survivors,USSR,near Chita,Crashed,while takeoff,Tupolev,Tu-104A,Aeroflot Flight 04
63,5,58,0,COM,Elleniki Polemikí Aeroporía (748),ENR ,1991,2,Tuesday,no survivors,Greece,Mount Othrys,Collied,higy alltitude,Lockheed,C-130H,Elleniki Polemikí Aeroporía
63,3,60,0,INH,Iraqi Airways Flight 163,ENR ,1986,12,Thursday,no survivors,Saudi Arabia,near Arar,Crashed,While landing,Boeing,737-270C,Iraqi Airways Flight
63,5,58,0,COM,Aeroflot Flight 5484,ENR ,1979,8,Wednesday,no survivors,USSR,near Kirsanov,exploded,mountain collied,Tupolev,Tu-124V,Aeroflot Flight 5484
63,8,55,0,COM,Aeroflot Flight 6551,ENR ,1973,5,Friday,no survivors,USSR,Maksut,Crashed,terrorist attack,Ilyushin,Il-18,Aeroflot Flight 6551
63,8,55,0,COM,British European Airways Flight 706,ENR ,1971,10,Saturday,no survivors,Belgium,Aarsele,Crashed,Wing failure,Vickers,951,British European Airways
63,11,52,0,COM,Air France Flight 212 (F-BLCJ),APR ,1968,3,Tuesday,no survivors,Guadeloupe,La Grande Soufrière volcano,Crashed,overloaded flight,Boeing,707-328C,Air France Flight
63,8,55,0,COM,United Arab Airlines Flight 869[af],APR ,1963,7,Saturday,no survivors,off Bombay Airport,Arabian Sea,Crashed,lost signal,de,Havilland,United Arab Airlines
63,8,55,0,COM,Air France Flight 343,APR ,1960,8,Monday,no survivors,Senegal,Yoff,Crashed,mountain collied,Lockheed,L-1049G,Air France Flight
63,6,57,0,COM,Northwest Orient Airlines Flight 710,ENR ,1960,3,Thursday,no survivors,U.S.,Cannelton,exploded ,Misscommunication,Lockheed,L-188C,Northwest Orient Airlines
62,4,58,0,COM,Voepass Linhas Aéreas Flight 2283,ENR ,2024,8,Friday,no survivors,Brazil,Vinhedo,Crashed ,mountain collied,ATR,72-500,Voepass Linhas Aéreas
62,12,50,0,COM,Sriwijaya Air Flight 182,ENR ,2021,1,Saturday,no survivors,Indonesia,Java Sea,accident ,explosive device,Boeing,737-524,Sriwijaya Air Flight
62,7,55,0,COM,Flydubai Flight 981,LDG ,2016,3,Saturday,no survivors,Russia,Rostov-on-Don,Hijacked,unable to control,Boeing,737-8KN,Flydubai Flight 981
62,6,56,0,MIL,Sri Lanka Air Force (CR862),APR ,1995,11,Wednesday,no survivors,Sri Lanka,Jaffna,Hijacked,international act,Antonov,An-32B,Sri Lanka Air
62,5,56,1,COM,Aeroflot Flight 2003,ICL ,1976,1,Saturday,no survivors,USSR,Kokoshkino,Collied,Into sea,Tupolev,Tu-124V,Aeroflot Flight 2003
62,11,51,0,COM,Air France Flight 212 (F-BHSZ),ENR ,1969,12,Thursday,no survivors,Venezuela,Caribbean,Exploded,while takeoff,Boeing,707-328B,Air France Flight
62,3,59,0,COM,Eastern Air Lines Flight 375,ICL ,1960,10,Tuesday,no survivors,U.S.,Boston,Collied,higy alltitude,Lockheed,L-188,Eastern Air Lines
62,3,59,0,COM,Trans-Canada Air Lines Flight 810-9,ENR ,1956,12,Sunday,no survivors,Canada,Slesse Mountain,Crashed,While landing,Canadair,North,Trans-Canada Air Lines
61,11,50,0,COM,China Southwest Airlines Flight 4509,APR ,1999,2,Wednesday,no survivors,China,Wenzhou,explosion,mountain collied,Tupolev,Tu-154M,China Southwest Airlines
61,3,58,0,MIL,Russian Air Force,UNK ,1992,12,Monday,no survivors,Georgia,near Lata,caught fire ,terrorist attack,Mil,Mi-8T,Russian Air Force
61,4,57,0,COM,Garuda Indonesian Airways (PK-GVE),ENR ,1979,7,Wednesday,no survivors,Indonesia,Mount Sibayak,Shot down,Wing failure,Fokker,F28-1000,Garuda Indonesian Airways
61,9,52,0,COM,Japan Air Lines Flight 446,ICL ,1972,11,Tuesday,no survivors,USSR,Moscow,Crashed ,overloaded flight,McDonnell,Douglas,Japan Air Lines
61,5,56,0,COM,Royal Air Maroc (CN-CCV),APR ,1970,4,Wednesday,no survivors,Morocco,Berrechid,Crashed,lost signal,Sud,Aviation,Royal Air Maroc
61,4,57,0,COM,Aer Lingus Flight 712,ENR ,1968,3,Sunday,no survivors,Ireland,St George's Channel,Crashed,mountain collied,Vickers,Viscount,Aer Lingus Flight
61,14,47,0,COM,Viasa Flight 897,ENR ,1961,5,Tuesday,no survivors,Portugal,Atlantic Ocean,Bomded,Misscommunication,Douglas,DC-8-53,Viasa Flight 897
61,11,50,0,COM,US Navy (131582) and Real Transportes Aéreos Flight 751,APR ,1960,2,Thursday,no survivors,Brazil,Guanabara Bay,Shot down,mountain collied,Douglas,R6D-1,US Navy (131582)
61,9,52,0,COM,Sabena (OO-SFA),APR ,1958,5,Sunday,no survivors,Morocco,Casablanca,Crashed,explosive device,Douglas,DC-7C,Sabena (OO-SFA)
61,6,55,0,COM,Aerolíneas Argentinas Flight 670,ENR ,1957,12,Sunday,no survivors,Argentina,near Bolívar,Crashed,unable to control,Douglas,DC-4,Aerolíneas Argentinas Flight
61,3,0,58,MIL,US Army Air Force (42-50291),APR ,1944,8,Wednesday,no survivors,UK,Freckleton,Crashed ,international act,Consolidated,B-24,US Army Air
60,6,54,0,COM,Equatorial Express Airlines (3C-VQR),ENR ,2005,7,Saturday,no survivors,Equatorial Guinea,Baney,Collied,Into sea,Antonov,An-24B,Equatorial Express Airlines
60,6,49,5,COM,Alliance Air Flight 7412,APR ,2000,7,Monday,no survivors,India,Patna,Crashed,while takeoff,Boeing,737-2A8,Alliance Air Flight
60,10,50,0,COM,TAROM Flight 371,ENR ,1995,3,Friday,no survivors,Romania,Balotești,Crashed,higy alltitude,Airbus,A310-324,TAROM Flight 371
60,7.413793103,0,0,MIL,Georgian Air Force,UNK ,1993,10,Monday,no survivors,Georgia,near Svaneti,diappeared,While landing,Mil,Mi-8,Georgian Air Force
60,3,57,0,EXG,Sudan Airways (ST-ADY),ENR ,1986,8,Saturday,no survivors,Sudan (now in South Sudan),near Malakal,Crashed,mountain collied,Fokker,F27,Sudan Airways (ST-ADY)
60,2,60,0,INH,EgyptAir Flight 648,STD ,1985,11,Sunday,no survivors,Malta,Luqa,Collied,terrorist attack,Boeing,737-266,EgyptAir Flight 648
60,10,50,0,COM,Malév Flight 240,APR ,1975,9,Tuesday,no survivors,Lebanon,Mediterranean,Crashed,Wing failure,Tupolev,Tu-154B,Malév Flight 240
60,5,55,0,COM,Air Inter Flight 696Y,ENR ,1972,10,Friday,no survivors,France,Noirétable,exploded,overloaded flight,Vickers,Viscount,Air Inter Flight
59,6,53,0,COM,Fuerza Aérea del Peru (FAP-329),ENR ,1989,6,Wednesday,no survivors,Peru,Tarma,Crashed,lost signal,de,Havilland,Fuerza Aérea del
59,5,54,0,EXG,Air Rhodesia Flight 827,ENR ,1979,2,Monday,no survivors,Zimbabwe (then Rhodesia),near Kariba,Crashed,mountain collied,Vickers,Viscount,Air Rhodesia Flight
59,0,59,0,COM,Libyan Arab Airlines (LZ-BTN),ENRLDG ,1977,12,Friday,no survivors,Libya,Ar Rajma,Crashed,Misscommunication,Tupolev,Tu-154,Libyan Arab Airlines
59,4,55,0,COM,SAETA Flight 011,ENR ,1976,8,Sunday,no survivors,Ecuador,Chimborazo volcano,Crashed,mountain collied,Vickers,Viscount,SAETA Flight 011
59,4,55,0,COM,Lufthansa Flight 540,TOF ,1974,11,Wednesday,no survivors,Kenya,Nairobi,Crashed,explosive device,Boeing,747-130,Lufthansa Flight 540
59,3,12,44,MIL,Korean Air Force,ENR ,1967,4,Saturday,no survivors,South Korea,near Yeouido,exploded ,unable to control,Curtiss,C-46,Korean Air Force
59,2,57,0,MIL,US Marine Corps (149802),TOF ,1965,8,Tuesday,no survivors,China,Kowloon Bay,Crashed,international act,Lockheed,KC-130F,US Marine Corps
59,9,50,0,COM,Aeroflot Flight 245,ENR ,1961,12,Sunday,no survivors,USSR,Chebotovka,Crashed,Into sea,Ilyushin,Il-18B,Aeroflot Flight 245
59,4,55,0,COM,Lloyd Aéreo Boliviano (CP-609),ENR ,1960,2,Friday,no survivors,Bolivia,Arbieto,diappeared,while takeoff,Douglas,DC-4,Lloyd Aéreo Boliviano
59,9,50,0,COM,US Navy (131588),ENR ,1956,10,Wednesday,no survivors,Atlantic Ocean,Porcupine Seabight,Crashed,higy alltitude,Douglas,R6D-1,US Navy (131588)
59,4,55,0,MIL,US Army Air Force (44-78591),APR ,1945,10,Friday,no survivors,China,Fangshan,Collied,While landing,Curtiss,C-46F-1-CU,US Army Air
58,6,52,0,MIL,Yemen Air Force,ENR ,1992,7,Tuesday,no survivors,Yemen,Sirwah,Crashed,mountain collied,Antonov,An-12,Yemen Air Force
58,3,55,0,COM,Aeroflot Flight 7841,ICL ,1985,2,Friday,no survivors,USSR,Minsk,exploded,terrorist attack,Tupolev,Tu-134AK,Aeroflot Flight 7841
58,1,57,0,COM,Aeroflot Flight 1691,ENR ,1979,3,Saturday,no survivors,USSR,Moscow,Crashed,Wing failure,Tupolev,Tu-104B,Aeroflot Flight 1691
58,5,53,0,INB,Air Vietnam (XV-NUI),APR ,1973,3,Monday,no survivors,Vietnam,Buôn Ma Thuột,Crashed,overloaded flight,Douglas,C-54D-15-DC,Air Vietnam (XV-NUI)
58,2,55,1,COM,Pan African Airlines (N90427),APR ,1968,9,Saturday,no survivors,Nigeria,Agwa,Crashed,lost signal,Douglas,C-54B-1-DC,Pan African Airlines
58,5,53,0,COM,American Airlines Flight 383,APR ,1965,11,Monday,no survivors,U.S.,Hebron,Crashed,mountain collied,Boeing,727-23,American Airlines Flight
58,7,51,0,COM,Eastern Air Lines Flight 304,ENR ,1964,2,Tuesday,no survivors,U.S.,Lake Pontchartrain,Crashed,Misscommunication,Douglas,DC-8,Eastern Air Lines
58,9,49,0,COM,KLM Flight 844,ENR ,1957,7,Tuesday,no survivors,Indonesia,Biak Island,exploded ,mountain collied,Lockheed,1049E,KLM Flight 844
58,7,51,0,EXS,El Al Israel Airlines Flight 402/26,ENR ,1955,7,Wednesday,no survivors,Bulgaria,near Petrich,Crashed,explosive device,Lockheed,L-149,El Al Israel
58,8,50,0,COM,Transocean Air Lines Flight 512,ENR ,1953,7,Sunday,no survivors,Pacific Ocean,Pacific Ocean,Crashed,unable to control,Douglas,DC-6,Transocean Air Lines
58,7,51,0,COM,Curtiss Reid Flying Services (CF-EDN),ENR ,1950,11,Monday,no survivors,France,Grande Tête de l'Obiou mountain,diappeared,international act,Douglas,C-54B-1-DC,Curtiss Reid Flying
58,3,55,0,COM,Northwest Orient Airlines Flight 2501,ENR ,1950,6,Friday,no survivors,U.S.,Lake Michigan,Crashed,Into sea,Douglas,DC-4,Northwest Orient Airlines
58,5,0,53,COM,1938 Japan mid-air collision,ENR ,1938,8,Wednesday,no survivors,Japan,Tokyo,Collied,while takeoff,Fokker,Super,1938 Japan mid-air
57,7,50,0,COM,Atlasjet Flight 4203,APR ,2007,11,Friday,no survivors,Turkey,Keçiborlu,Crashed,higy alltitude,McDonnell,Douglas,Atlasjet Flight 4203
57,5,52,0,COM,ASA Pesada An-26 (D2-FCG),ENR ,2000,11,Wednesday,no survivors,Angola,Luanda,exploded,While landing,Antonov,An-26,ASA Pesada An-26
57,5,52,0,COM,Turkish Airlines Flight 278,APR ,1994,12,Thursday,no survivors,Turkey,Van,Crashed,mountain collied,Boeing,737-4Y0,Turkish Airlines Flight
57,7,50,0,MIL,Soviet Air Force Il-76MD (CCCP-76569),ENR ,1989,10,Wednesday,no survivors,USSR,Caspian Sea off Sumqayit,Crashed,terrorist attack,Ilyushin,Il-76MD,Soviet Air Force
57,5,52,0,COM,SAETA Viscount (HC-AVP),ENR ,1979,4,Monday,no survivors,Ecuador,Pastaza Province,Crashed,Wing failure,Vickers,Viscount,SAETA Viscount (HC-AVP)
57,4,53,0,COM,Aeroflot Flight 2174,APR ,1971,12,Wednesday,no survivors,USSR,Atamanovka,Crashed,overloaded flight,Antonov,An-24B,Aeroflot Flight 2174
57,5,52,0,COM,Civil Air Transport Flight 106,ICL ,1964,6,Saturday,no survivors,Taiwan,Jiaoxi,Crashed,lost signal,Curtiss,C-46D-10-CU,Civil Air Transport
56,2,54,0,COM,Martinair Flight 495,LDG ,1992,12,Monday,no survivors,Portugal,Faro,exploded ,mountain collied,McDonnell,Douglas,Martinair Flight 495
56,2,54,0,COM,Aeroflot Flight A-13,ENR ,1973,8,Saturday,no survivors,Azerbaijan,Neftyanyye Kamni,Crashed,Misscommunication,Antonov,An-24B,Aeroflot Flight A-13
